Dlugosc_kroku,Lp,x1_0,x2_0,SD_x1,SD_x2,SD_y,SD_f_calls,SD_g_calls,SD_Globalne,CG_x1,CG_x2,CG_y,CG_f_calls,CG_g_calls,CG_Globalne,Newt_x1,Newt_x2,Newt_y,Newt_f_calls,Newt_g_calls,Newt_H_calls,Newt_Globalne
0.050000,24,-1.94052,1.5538,-1.74756,0.873869,0.298638,164,163,NIE,-1.74755,0.873793,0.298638,164,163,NIE,-1.74763,0.87395,0.298638,164,163,163,NIE
0.050000,25,-0.557548,-1.41215,4.27221e-05,-0.00010314,9.88191e-09,181,180,TAK,7.28862e-06,-2.38798e-05,5.02441e-10,181,180,TAK,3.30656e-05,-0.000181871,2.925e-08,181,180,180,TAK
0.050000,26,-0.860276,-1.5199,4.18037e-05,-0.000100923,9.46159e-09,183,182,TAK,1.37781e-05,-2.48883e-05,6.56186e-10,183,182,TAK,-1.07053,0.535091,0.877362,183,182,182,NIE
0.050000,27,0.446141,1.25924,-4.2626e-05,0.000102908,9.83751e-09,175,174,TAK,-1.09362e-05,2.85662e-05,7.4282e-10,175,174,TAK,4.44362e-05,0.000174955,4.23327e-08,175,174,174,TAK
0.050000,28,-0.499078,-0.117686,-4.39241e-05,0.00010604,1.04455e-08,150,149,TAK,-2.18938e-06,2.05071e-05,3.85232e-10,150,149,TAK,-0.00016223,-9.49811e-05,7.70676e-08,150,149,149,TAK
0.050000,29,1.75916,0.868309,1.74754,-0.873686,0.298638,179,178,NIE,1.74755,-0.873756,0.298638,179,178,NIE,1.74755,-0.873587,0.298638,179,178,178,NIE
0.050000,30,0.0926737,-0.752248,4.4273e-05,-0.000106885,1.06124e-08,163,162,TAK,4.17988e-06,-2.16562e-05,4.13414e-10,163,162,TAK,2.25595e-05,-0.00018505,3.10866e-08,163,162,162,TAK
0.050000,31,-1.16887,-1.4546,4.40688e-05,-0.000106392,1.05148e-08,182,181,TAK,-7.34564e-06,4.73698e-06,9.55598e-11,182,181,TAK,-1.07055,0.535086,0.877362,182,181,181,NIE
0.050000,32,0.121132,0.765345,-4.33167e-05,0.000104576,1.01589e-08,164,163,TAK,-8.86419e-06,2.91123e-05,7.46618e-10,164,163,TAK,2.77905e-05,0.000179249,3.86561e-08,164,163,163,TAK
0.050000,33,-0.575089,0.369577,-4.4369e-05,0.000107116,1.06585e-08,125,124,TAK,2.51955e-06,-1.60047e-05,2.28523e-10,125,124,TAK,-1.07061,0.535445,0.877362,125,124,124,NIE
0.050000,34,-1.41735,0.934895,-1.74754,0.87369,0.298638,154,153,NIE,-1.74755,0.873759,0.298638,154,153,NIE,-1.07065,0.535415,0.877362,154,153,153,NIE
0.050000,35,-0.184846,1.94292,-4.35503e-05,0.00010514,1.02687e-08,182,181,TAK,-1.0802e-06,1.48246e-05,2.06088e-10,182,181,TAK,-1.64155e-05,0.000180102,3.00191e-08,182,181,181,TAK
0.050000,36,0.162193,-1.46229,4.14514e-05,-0.000100073,9.3028e-09,176,175,TAK,3.40357e-06,-1.88901e-05,3.15711e-10,176,175,TAK,1.98009e-05,-0.000184437,3.1149e-08,176,175,175,TAK
0.050000,37,-1.47253,-1.4344,-1.74754,0.873687,0.298638,183,182,NIE,nan,nan,nan,183,182,NIE,-1.07056,0.535088,0.877362,183,182,182,NIE
0.050000,38,1.33143,-1.11271,1.74756,-0.873871,0.298638,159,158,NIE,1.74755,-0.873794,0.298638,159,158,NIE,1.07062,-0.535443,0.877362,159,158,158,NIE
0.050000,39,1.19446,1.39091,-4.35521e-05,0.000105145,1.02698e-08,181,180,TAK,5.23246e-08,1.51302e-05,2.29719e-10,181,180,TAK,1.07055,-0.535083,0.877362,181,180,180,NIE
0.050000,40,-1.55891,-1.36309,-1.74754,0.873683,0.298638,184,183,NIE,-1.74755,0.873794,0.298638,184,183,NIE,-1.74754,0.873592,0.298638,184,183,183,NIE
0.050000,41,1.97876,-0.419184,1.74754,-0.873686,0.298638,157,156,NIE,1.74755,-0.87376,0.298638,157,156,NIE,1.74769,-0.873655,0.298639,157,156,156,NIE
0.050000,42,-0.882992,0.424897,-4.38445e-05,0.00010585,1.04079e-08,137,136,TAK,-nan,-nan,-nan,137,136,NIE,-1.07039,0.535178,0.877362,137,136,136,NIE
0.050000,43,-1.15994,0.617929,-1.74754,0.873688,0.298638,128,127,NIE,-nan,-nan,-nan,128,127,NIE,-1.07068,0.535394,0.877362,128,127,127,NIE
0.050000,44,-1.69279,-1.40078,-1.74754,0.873686,0.298638,185,184,NIE,-1.74756,0.873796,0.298638,185,184,NIE,-1.74755,0.873595,0.298638,185,184,184,NIE
0.050000,45,-0.513762,0.399884,-4.34201e-05,0.000104825,1.02074e-08,153,152,TAK,-9.25217e-07,1.63517e-05,2.53962e-10,153,152,TAK,-0.000136862,0.000127225,3.62365e-08,153,152,152,TAK
0.050000,46,-0.153031,0.317368,-4.12446e-05,9.95733e-05,9.21022e-09,148,147,TAK,-9.17054e-06,2.07779e-05,4.09374e-10,148,147,TAK,-7.88554e-05,0.000167402,2.72591e-08,148,147,147,TAK
0.050000,47,0.945285,1.9681,-4.1016e-05,9.90213e-05,9.10838e-09,186,185,TAK,-1.07254e-05,2.6942e-05,6.66977e-10,186,185,TAK,1.07053,-0.535082,0.877362,186,185,185,NIE
0.050000,48,-0.917287,-1.6298,4.40345e-05,-0.000106309,1.04984e-08,184,183,TAK,9.06626e-06,-2.06171e-05,4.0254e-10,184,183,TAK,-1.07053,0.53509,0.877362,184,183,183,NIE
0.050000,49,0.337678,-0.334637,4.10386e-05,-9.9076e-05,9.11845e-09,152,151,TAK,1.28437e-05,-2.34637e-05,5.79105e-10,152,151,TAK,0.00012499,-0.000134248,3.24879e-08,152,151,151,TAK
0.050000,50,1.30509,-1.84717,1.74756,-0.873864,0.298638,174,173,NIE,1.74755,-0.873792,0.298638,174,173,NIE,1.07057,-0.535454,0.877362,174,173,173,NIE
0.050000,51,-0.391718,-0.532716,4.2192e-05,-0.000101861,9.6382e-09,160,159,TAK,8.73661e-06,-1.26699e-05,2.02491e-10,160,159,TAK,-9.06683e-05,-0.000163849,5.8144e-08,160,159,159,TAK
0.050000,52,-1.30946,0.135751,-1.74754,0.873682,0.298638,154,153,NIE,-1.74755,0.873754,0.298638,154,153,NIE,-1.07063,0.535113,0.877362,154,153,153,NIE
0.050000,53,0.0328817,-1.97803,4.24274e-05,-0.000102429,9.74605e-09,182,181,TAK,3.35647e-06,-2.22481e-05,4.42835e-10,182,181,TAK,3.05013e-06,-0.000183739,3.32181e-08,182,181,181,TAK
0.050000,54,1.02305,-0.772662,4.14458e-05,-0.000100059,9.30031e-09,141,140,TAK,nan,nan,nan,141,140,NIE,1.07051,-0.535452,0.877362,141,140,140,NIE
0.050000,55,1.41287,1.46414,4.11297e-05,-9.9296e-05,9.15898e-09,183,182,TAK,-nan,-nan,-nan,183,182,NIE,1.07057,-0.535092,0.877362,183,182,182,NIE
0.050000,56,-0.135754,1.39163,-4.24558e-05,0.000102497,9.7591e-09,175,174,TAK,-3.34172e-06,1.81064e-05,2.8967e-10,175,174,TAK,-1.76281e-05,0.000184896,3.15486e-08,175,174,174,TAK
0.050000,57,-0.955047,0.981254,-4.25975e-05,0.000102839,9.82433e-09,154,153,TAK,nan,nan,nan,154,153,NIE,-1.0705,0.535447,0.877362,154,153,153,NIE
0.050000,58,-0.183473,-0.114989,4.12016e-05,-9.94843e-05,9.19336e-09,138,137,TAK,3.19458e-06,-1.96322e-05,3.43116e-10,138,137,TAK,-0.000155766,-0.000105572,7.6116e-08,138,137,137,TAK
0.050000,59,-0.400817,0.123737,-4.23983e-05,0.000102359,9.73267e-09,147,146,TAK,-5.26851e-07,1.31391e-05,1.6627e-10,147,146,TAK,-0.000178711,4.64728e-05,5.77296e-08,147,146,146,TAK
0.050000,60,0.484228,1.08542,-4.10268e-05,9.90475e-05,9.1132e-09,172,171,TAK,-9.90711e-06,2.38221e-05,5.27787e-10,172,171,TAK,5.26569e-05,0.000179631,4.72718e-08,172,171,171,TAK
0.050000,61,-1.47638,-1.6688,-1.74754,0.873682,0.298638,185,184,NIE,-nan,-nan,-nan,185,184,NIE,-1.07055,0.535083,0.877362,185,184,184,NIE
0.050000,62,-0.597211,1.46891,-4.38795e-05,0.000105935,1.04246e-08,170,169,TAK,-3.46512e-06,1.70563e-05,2.55829e-10,170,169,TAK,-1.0705,0.535451,0.877362,170,169,169,NIE
0.050000,63,-1.7007,0.485502,-1.74754,0.873688,0.298638,150,149,NIE,-1.74755,0.87376,0.298638,150,149,NIE,-1.74753,0.873591,0.298638,150,149,149,NIE
0.050000,64,1.8391,0.636977,1.74754,-0.873682,0.298638,176,175,NIE,1.74755,-0.873756,0.298638,176,175,NIE,1.74757,-0.873587,0.298638,176,175,175,NIE
0.050000,65,-1.84913,1.14419,-1.74756,0.873869,0.298638,146,145,NIE,-1.74755,0.873796,0.298638,146,145,NIE,-1.74763,0.873945,0.298638,146,145,145,NIE
0.050000,66,0.789808,-0.240852,4.27906e-05,-0.000103306,9.91362e-09,148,147,TAK,2.26463e-06,1.1698e-05,1.73593e-10,148,147,TAK,1.07042,-0.535129,0.877362,148,147,147,NIE
0.050000,67,-1.38852,1.48035,-1.74756,0.873865,0.298638,168,167,NIE,-1.74755,0.873792,0.298638,168,167,NIE,-1.07059,0.535447,0.877362,168,167,167,NIE
0.050000,68,1.8949,0.644359,1.74754,-0.873682,0.298638,176,175,NIE,1.74755,-0.873755,0.298638,176,175,NIE,1.74758,-0.873589,0.298638,176,175,175,NIE
0.050000,69,1.50232,0.917944,1.74754,-0.873687,0.298638,179,178,NIE,1.74755,-0.873756,0.298638,179,178,NIE,1.74754,-0.873591,0.298638,179,178,178,NIE
0.050000,70,1.8717,0.915193,1.74754,-0.873684,0.298638,180,179,NIE,1.74755,-0.87376,0.298638,180,179,NIE,1.74757,-0.873595,0.298638,180,179,179,NIE
0.050000,71,0.382081,-0.264057,4.36293e-05,-0.00010533,1.0306e-08,150,149,TAK,3.81177e-06,-1.64832e-05,2.37924e-10,150,149,TAK,0.000149409,-0.000109718,4.02912e-08,150,149,149,TAK
0.050000,72,0.306823,1.42703,-4.42517e-05,0.000106833,1.06022e-08,176,175,TAK,-5.83487e-06,2.6193e-05,6.01331e-10,176,175,TAK,3.41253e-05,0.000182652,4.1924e-08,176,175,175,TAK
0.050000,73,-1.2828,-1.87665,4.3476e-05,-0.00010496,1.02338e-08,186,185,TAK,1.23805e-05,-1.19672e-05,3.01609e-10,186,185,TAK,-1.07056,0.535088,0.877362,186,185,185,NIE
0.050000,74,-0.687955,0.316379,-4.37453e-05,0.00010561,1.03609e-08,146,145,TAK,2.4513e-06,1.11222e-05,1.62985e-10,146,145,TAK,-1.07039,0.535177,0.877362,146,145,145,NIE
0.050000,75,0.247087,1.79627,-4.1808e-05,0.000100933,9.46355e-09,180,179,TAK,-7.77378e-06,2.91522e-05,7.44093e-10,180,179,TAK,2.34437e-05,0.000185877,4.00072e-08,180,179,179,TAK
0.050000,76,-0.598199,0.770708,-4.16421e-05,0.000100533,9.38858e-09,152,151,TAK,-1.0738e-05,1.61686e-05,3.18413e-10,152,151,TAK,-1.07044,0.535422,0.877362,152,151,151,NIE
0.050000,77,-1.87253,0.80459,-1.74754,0.873687,0.298638,135,134,NIE,-1.74755,0.873759,0.298638,135,134,NIE,-1.74773,0.87373,0.298639,135,134,134,NIE
0.050000,78,0.239614,-1.57323,4.21977e-05,-0.000101874,9.64079e-09,177,176,TAK,3.78464e-06,-2.01902e-05,3.5988e-10,177,176,TAK,2.66491e-05,-0.000187805,3.16862e-08,177,176,176,TAK
0.050000,79,-0.709908,0.0787156,-4.11045e-05,9.92351e-05,9.14775e-09,154,153,TAK,8.07471e-06,-6.30506e-06,1.19244e-10,154,153,TAK,-1.07044,0.535113,0.877362,154,153,153,NIE
0.050000,80,1.06375,-0.559043,4.16738e-05,-0.000100609,9.4029e-09,96,95,TAK,-nan,-nan,-nan,96,95,NIE,1.07049,-0.535453,0.877362,96,95,95,NIE
0.050000,81,-0.777091,-0.146446,-4.40875e-05,0.000106436,1.05236e-08,161,160,TAK,4.42093e-07,-1.34247e-05,1.74678e-10,161,160,TAK,-1.07048,0.535094,0.877362,161,160,160,NIE
0.050000,82,1.2001,-0.165614,1.74754,-0.873686,0.298638,150,149,NIE,-nan,-nan,-nan,150,149,NIE,1.0706,-0.535094,0.877362,150,149,149,NIE
0.050000,83,-0.666095,1.095,-4.21993e-05,0.000101878,9.64153e-09,161,160,TAK,-1.19091e-05,2.35068e-05,5.56279e-10,161,160,TAK,-1.07047,0.535442,0.877362,161,160,160,NIE
0.050000,84,-1.52125,-1.16378,-1.74754,0.873683,0.298638,182,181,NIE,-1.74755,0.873753,0.298638,182,181,NIE,-1.74754,0.873593,0.298638,182,181,181,NIE
0.050000,85,0.0129473,-1.64956,4.1124e-05,-9.92821e-05,9.15642e-09,178,177,TAK,1.33661e-06,-1.35659e-05,1.69474e-10,178,177,TAK,1.47626e-06,-0.000188125,3.51175e-08,178,177,177,TAK
0.050000,86,1.75142,-1.60497,1.74756,-0.873865,0.298638,162,161,NIE,1.74755,-0.873797,0.298638,162,161,NIE,1.74755,-0.873966,0.298638,162,161,161,NIE
0.050000,87,0.0863847,0.0582408,-4.33686e-05,0.000104741,1.01899e-08,124,123,TAK,-1.37497e-06,1.49159e-05,2.05756e-10,124,123,TAK,0.000155678,0.00010674,7.6482e-08,124,123,123,TAK
0.050000,88,1.82206,0.803581,1.74754,-0.87369,0.298638,179,178,NIE,1.74755,-0.873757,0.298638,179,178,NIE,1.74756,-0.873595,0.298638,179,178,178,NIE
0.050000,89,0.181591,-0.865893,4.1387e-05,-9.9917e-05,9.27392e-09,166,165,TAK,7.45065e-06,-1.88811e-05,3.26843e-10,166,165,TAK,3.66989e-05,-0.000181937,2.91179e-08,166,165,165,TAK
0.050000,90,-0.880039,-1.57132,4.31614e-05,-0.000104201,1.00862e-08,183,182,TAK,8.79012e-06,-2.08327e-05,4.05411e-10,183,182,TAK,-1.07053,0.535086,0.877362,183,182,182,NIE
0.050000,91,-1.06962,0.521761,-4.30707e-05,0.000103982,1.00438e-08,85,84,TAK,-nan,-nan,-nan,85,84,NIE,-1.07053,0.535089,0.877362,85,84,84,NIE
0.050000,92,1.19938,-0.94215,1.74754,-0.873685,0.298638,152,151,NIE,-nan,-nan,-nan,152,151,NIE,1.0706,-0.535447,0.877362,152,151,151,NIE
0.050000,93,-0.673649,-0.561002,4.14678e-05,-0.000100112,9.31022e-09,170,169,TAK,1.38611e-05,-2.10656e-05,5.36029e-10,170,169,TAK,-1.0705,0.535094,0.877362,170,169,169,NIE
0.050000,94,-0.515381,0.616443,-4.2032e-05,0.000101474,9.56524e-09,159,158,TAK,-8.79339e-06,1.24714e-05,2.00517e-10,159,158,TAK,-0.000100279,0.000158563,2.93534e-08,159,158,158,TAK
0.050000,95,1.51771,-1.45163,1.74756,-0.873866,0.298638,160,159,NIE,1.74755,-0.873795,0.298638,160,159,NIE,1.74752,-0.87396,0.298638,160,159,159,NIE
0.050000,96,-1.9426,-1.25938,-1.74754,0.873685,0.298638,183,182,NIE,-1.74756,0.873794,0.298638,183,182,NIE,-1.74758,0.873594,0.298638,183,182,182,NIE
0.050000,97,0.401919,1.2575,-4.34526e-05,0.000104904,1.02227e-08,174,173,TAK,-1.06452e-05,2.93124e-05,7.73822e-10,174,173,TAK,4.48001e-05,0.000181811,4.52145e-08,174,173,173,TAK
0.050000,98,0.575009,1.73582,-4.2573e-05,0.00010278,9.81306e-09,182,181,TAK,-8.88227e-06,2.76204e-05,6.75344e-10,182,181,TAK,1.07055,-0.535085,0.877362,182,181,181,NIE
0.050000,99,0.352507,1.05375,-4.26584e-05,0.000102987,9.85247e-09,171,170,TAK,-8.89283e-06,2.5508e-05,5.81985e-10,171,170,TAK,4.85018e-05,0.000176622,4.44665e-08,171,170,170,TAK
0.050000,100,-1.42795,-1.63455,-4.27689e-05,0.000103253,9.90357e-09,184,183,TAK,nan,nan,nan,184,183,NIE,-1.07057,0.535086,0.877362,184,183,183,NIE
0.250000,1,1.4042,-1.67653,5.6129e-06,-1.35507e-05,1.70573e-10,38,37,TAK,-nan,-nan,-nan,38,37,NIE,1.07055,-0.535297,0.877362,38,37,37,NIE
0.250000,2,-1.23952,-0.50942,-4.49315e-06,1.08474e-05,1.09304e-10,38,37,TAK,-nan,-nan,-nan,38,37,NIE,-1.07055,0.535246,0.877362,38,37,37,NIE
0.250000,3,0.381707,-1.41746,5.58883e-06,-1.34926e-05,1.69113e-10,39,38,TAK,8.54641e-07,-4.86188e-06,2.09435e-11,39,38,TAK,4.8622e-06,-2.43607e-05,5.22281e-10,39,38,38,TAK
0.250000,4,-1.70584,-1.4367,-1.55105,0.857384,0.460343,41,40,NIE,nan,nan,nan,41,40,NIE,-1.74755,0.873753,0.298638,41,40,40,NIE
0.250000,5,-0.283348,-0.585878,3.99705e-06,-9.64972e-06,8.64995e-11,36,35,TAK,1.14196e-06,-2.28636e-06,5.22464e-12,36,35,TAK,-1.02177e-05,-2.57236e-05,1.13334e-09,36,35,35,TAK
0.250000,6,-1.00803,0.647032,-3.98824e-06,9.62846e-06,8.61188e-11,31,30,TAK,nan,nan,nan,31,30,NIE,-1.07053,0.535291,0.877362,31,30,30,NIE
0.250000,7,1.93588,-1.80864,1.29199,-0.894997,0.832683,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.74756,-0.8738,0.298638,38,37,37,NIE
0.250000,8,1.70488,-0.737766,1.57708,-0.848794,0.425137,31,30,NIE,nan,nan,nan,31,30,NIE,1.74755,-0.873752,0.298638,31,30,30,NIE
0.250000,9,-0.369642,-0.810499,5.51355e-06,-1.33109e-05,1.64588e-10,37,36,TAK,1.10128e-06,-3.26723e-06,9.50231e-12,37,36,TAK,-8.62462e-06,-2.73227e-05,1.13095e-09,37,36,36,TAK
0.250000,10,1.87868,-0.851928,1.83451,-0.799097,0.363912,32,31,NIE,-nan,-nan,-nan,32,31,NIE,1.74758,-0.873778,0.298638,32,31,31,NIE
0.250000,11,-0.262133,1.93608,-4.54354e-06,1.09691e-05,1.1177e-10,40,39,TAK,2.71023e-06,-4.83274e-06,2.49482e-11,40,39,TAK,-3.06845e-06,2.57372e-05,6.02261e-10,40,39,39,TAK
0.250000,12,-0.111306,-1.86021,3.89487e-06,-9.40305e-06,8.21338e-11,40,39,TAK,1.28754e-07,-3.7394e-06,1.35348e-11,40,39,TAK,-1.45864e-06,-2.49601e-05,6.63671e-10,40,39,39,TAK
0.250000,13,1.19358,-1.5363,1.85458,-0.835865,0.387441,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.07055,-0.535295,0.877362,38,37,37,NIE
0.250000,14,1.87561,-0.453914,1.70776,-0.767805,0.314631,35,34,NIE,-nan,-nan,-nan,35,34,NIE,1.74756,-0.873754,0.298638,35,34,34,NIE
0.250000,15,1.51746,-1.55234,4.15319e-06,-1.00267e-05,9.33897e-11,37,36,TAK,-nan,-nan,-nan,37,36,NIE,1.74756,-0.873804,0.298638,37,36,36,NIE
0.250000,16,-0.0884601,0.921652,-5.19516e-06,1.25422e-05,1.46128e-10,37,36,TAK,-8.54377e-07,3.37227e-06,9.95091e-12,37,36,TAK,-2.77135e-06,2.92735e-05,7.91169e-10,37,36,36,TAK
0.250000,17,-1.22888,0.672022,-1.88723,0.824984,0.457467,32,31,NIE,-nan,-nan,-nan,32,31,NIE,-1.07056,0.535289,0.877362,32,31,31,NIE
0.250000,18,-1.58777,1.15283,-5.60359e-06,1.35283e-05,1.70007e-10,34,33,TAK,-nan,-nan,-nan,34,33,NIE,-1.74755,0.8738,0.298638,34,33,33,NIE
0.250000,19,1.25457,-1.29361,1.40577,-0.865599,0.670498,37,36,NIE,-nan,-nan,-nan,37,36,NIE,1.07055,-0.535295,0.877362,37,36,36,NIE
0.250000,20,1.71613,-1.02878,1.862,-0.833542,0.401279,31,30,NIE,-nan,-nan,-nan,31,30,NIE,1.74755,-0.873804,0.298638,31,30,30,NIE
0.250000,21,0.120515,-1.2919,4.49971e-06,-1.08633e-05,1.09624e-10,39,38,TAK,8.72621e-07,-4.81816e-06,2.05332e-11,39,38,TAK,2.09736e-06,-2.30684e-05,4.92566e-10,39,38,38,TAK
0.250000,22,1.61825,0.0563985,1.33929,-0.857229,0.757763,37,36,NIE,-nan,-nan,-nan,37,36,NIE,1.74755,-0.873747,0.298638,37,36,36,NIE
0.250000,23,-1.10054,1.32313,-1.51198,0.755581,0.504409,37,36,NIE,-nan,-nan,-nan,37,36,NIE,-1.07054,0.535296,0.877362,37,36,36,NIE
0.250000,24,1.31863,0.529819,1.3424,-0.855629,0.753184,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.07055,-0.535245,0.877362,38,37,37,NIE
0.250000,25,-1.48737,1.19731,-1.78283,0.777376,0.319366,61,60,NIE,-nan,-nan,-nan,61,60,NIE,-1.74757,0.873787,0.298638,61,60,60,NIE
0.250000,26,1.67789,0.2505,1.83002,-0.793715,0.359145,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.74755,-0.87375,0.298638,38,37,37,NIE
0.250000,27,1.13339,-0.433415,1.77959,-0.787016,0.315533,30,29,NIE,-nan,-nan,-nan,30,29,NIE,1.07056,-0.535247,0.877362,30,29,29,NIE
0.250000,28,0.390286,0.326965,-4.95344e-06,1.19587e-05,1.32846e-10,35,34,TAK,-2.37086e-06,4.7892e-06,2.28239e-11,35,34,TAK,1.53446e-05,2.18292e-05,1.28238e-09,35,34,34,TAK
0.250000,29,0.0302883,0.265896,-3.69174e-06,8.91266e-06,7.37901e-11,33,32,TAK,-1.10167e-06,3.17406e-06,9.00523e-12,33,32,TAK,3.03743e-06,2.67125e-05,8.13146e-10,33,32,32,TAK
0.250000,30,1.87305,-0.452255,1.70172,-0.82614,0.310512,35,34,NIE,-nan,-nan,-nan,35,34,NIE,1.74756,-0.873754,0.298638,35,34,34,NIE
0.250000,31,0.713554,-0.215409,4.31639e-06,-1.04207e-05,1.00874e-10,34,33,TAK,2.25819e-06,-3.58132e-06,1.49374e-11,34,33,TAK,1.07053,-0.535253,0.877362,34,33,33,NIE
0.250000,32,-1.5306,1.48468,-4.29003e-06,1.0357e-05,9.96451e-11,37,36,TAK,-nan,-nan,-nan,37,36,NIE,-1.74755,0.873799,0.298638,37,36,36,NIE
0.250000,33,-1.54339,-1.11837,-1.40081,0.883429,0.683726,40,39,NIE,nan,nan,nan,40,39,NIE,-1.74755,0.873751,0.298638,40,39,39,NIE
0.250000,34,0.637509,1.71118,-4.1669e-06,1.00598e-05,9.40074e-11,40,39,TAK,-1.00296e-06,4.57581e-06,1.83606e-11,40,39,TAK,1.07054,-0.535244,0.877362,40,39,39,NIE
0.250000,35,-0.411978,0.353637,-5.08064e-06,1.22658e-05,1.39757e-10,34,33,TAK,7.29927e-07,-2.58853e-06,5.87662e-12,34,33,TAK,-2.00842e-05,2.11658e-05,8.29643e-10,34,33,33,TAK
0.250000,36,-1.3176,1.70854,-1.82199,0.80765,0.346125,38,37,NIE,-nan,-nan,-nan,38,37,NIE,-1.07055,0.535299,0.877362,38,37,37,NIE
0.250000,37,1.06174,-1.69935,1.6686,-0.765491,0.334801,38,37,NIE,nan,nan,nan,38,37,NIE,1.07054,-0.535299,0.877362,38,37,37,NIE
0.250000,38,-0.235064,1.9612,-4.57106e-06,1.10355e-05,1.13128e-10,40,39,TAK,2.00099e-06,-3.63621e-06,1.39539e-11,40,39,TAK,-2.83128e-06,2.6137e-05,6.25173e-10,40,39,39,TAK
0.250000,39,1.62378,-0.916431,1.69006,-0.871675,0.316692,30,29,NIE,-nan,-nan,-nan,30,29,NIE,1.74753,-0.873792,0.298638,30,29,29,NIE
0.250000,40,0.49102,-1.86358,5.05405e-06,-1.22016e-05,1.38297e-10,39,38,TAK,1.122e-06,-2.03195e-06,4.36674e-12,39,38,TAK,1.79082e-06,-2.98239e-05,8.42472e-10,39,38,38,TAK
0.250000,41,-1.71912,0.168911,-1.80218,0.852304,0.320166,36,35,NIE,-nan,-nan,-nan,36,35,NIE,-1.74755,0.873746,0.298638,36,35,35,NIE
0.250000,42,0.386917,1.41426,-4.03023e-06,9.72984e-06,8.79418e-11,39,38,TAK,-1.09675e-06,1.95767e-06,4.09111e-12,39,38,TAK,4.85951e-06,2.63137e-05,8.67512e-10,39,38,38,TAK
0.250000,43,1.7355,-1.2228,1.84087,-0.797245,0.373562,34,33,NIE,-nan,-nan,-nan,34,33,NIE,1.74755,-0.873802,0.298638,34,33,33,NIE
0.250000,44,-0.258772,-0.234215,4.58552e-06,-1.10704e-05,1.13845e-10,34,33,TAK,1.20373e-06,-4.76674e-06,1.98819e-11,34,33,TAK,-1.7084e-05,-1.88514e-05,1.26116e-09,34,33,33,TAK
0.250000,45,1.0431,-0.385721,5.579e-06,-1.34689e-05,1.68519e-10,31,30,TAK,-nan,-nan,-nan,31,30,NIE,1.07054,-0.535244,0.877362,31,30,30,NIE
0.250000,46,1.31353,-0.243346,1.75417,-0.821925,0.30194,34,33,NIE,-nan,-nan,-nan,34,33,NIE,1.07056,-0.535248,0.877362,34,33,33,NIE
0.250000,47,1.39887,1.78293,4.61064e-06,-1.11311e-05,1.15095e-10,41,40,TAK,-nan,-nan,-nan,41,40,NIE,1.07054,-0.535247,0.877362,41,40,40,NIE
0.250000,48,-0.758668,1.85548,-3.92516e-06,9.47618e-06,8.34163e-11,39,38,TAK,-5.05131e-07,4.7994e-06,2.11203e-11,39,38,TAK,-1.07054,0.535296,0.877362,39,38,38,NIE
0.250000,49,-1.33544,1.87884,-1.77734,0.785891,0.314655,39,38,NIE,nan,nan,nan,39,38,NIE,-1.07055,0.535295,0.877362,39,38,38,NIE
0.250000,50,1.56666,0.252578,1.80453,-0.79104,0.331926,38,37,NIE,-nan,-nan,-nan,38,37,NIE,1.74755,-0.873751,0.298638,38,37,37,NIE
0.250000,51,0.232478,-1.75094,3.96373e-06,-9.56929e-06,8.50635e-11,40,39,TAK,-4.20571e-06,5.9717e-06,4.5922e-11,40,39,TAK,2.80716e-06,-2.33229e-05,4.94246e-10,40,39,39,TAK
0.250000,52,-0.0388847,-0.705783,3.70135e-06,-8.93584e-06,7.41745e-11,36,35,TAK,9.08501e-07,-2.96367e-06,7.74157e-12,36,35,TAK,-1.64331e-06,-2.99122e-05,9.49295e-10,36,35,35,TAK
0.250000,53,-1.45029,1.72605,-4.73303e-06,1.14265e-05,1.21287e-10,38,37,TAK,-nan,-nan,-nan,38,37,NIE,-1.07054,0.535295,0.877362,38,37,37,NIE
0.250000,54,-0.744582,-1.8265,4.08666e-06,-9.86608e-06,9.04219e-11,41,40,TAK,7.75588e-07,-3.51603e-06,1.08386e-11,41,40,TAK,-1.07054,0.535248,0.877362,41,40,40,NIE
0.250000,55,-1.19038,1.74644,-5.43129e-06,1.31123e-05,1.59714e-10,38,37,TAK,-nan,-nan,-nan,38,37,NIE,-1.07055,0.5353,0.877362,38,37,37,NIE
0.250000,56,-1.69009,-0.909502,-1.73868,0.778311,0.307376,40,39,NIE,-nan,-nan,-nan,40,39,NIE,-1.74755,0.873752,0.298638,40,39,39,NIE
0.250000,57,-0.08465,0.696829,-3.92939e-06,9.48639e-06,8.3596e-11,36,35,TAK,-6.9746e-07,2.5159e-06,5.54791e-12,36,35,TAK,-3.54031e-06,2.95069e-05,7.91264e-10,36,35,35,TAK
0.250000,58,-1.49524,-0.349153,-1.84118,0.798644,0.373677,45,44,NIE,-nan,-nan,-nan,45,44,NIE,-1.74758,0.873784,0.298638,45,44,44,NIE
