Dlugosc_kroku,Lp,x1_0,x2_0,SD_x1_end,SD_x2_end,SD_y,SD_f_calls,SD_g_calls,SD_Globalne,CG_x1_end,CG_x2_end,CG_y,CG_f_calls,CG_g_calls,CG_Globalne,Newton_x1_end,Newton_x2_end,Newton_y,Newton_f_calls,Newton_g_calls,Newton_H_calls,Newton_Globalne
Zmienny,74,-0.22025,-1.39011,-3.72489e-11,-2.50587e-10,7.49029e-20,27,0,TAK,-6.72507e-12,1.4478e-11,2.02699e-22,13,0,TAK,-2.56335e-25,-1.49872e-24,2.76175e-48,5,0,0,TAK
Zmienny,75,0.243687,-0.80414,8.66542e-11,-3.04283e-10,8.12384e-20,19,0,TAK,1.70839e-11,-1.57332e-12,5.59315e-22,11,0,TAK,-3.73986e-24,-2.88577e-24,4.70933e-47,5,0,0,TAK
Zmienny,76,1.97294,0.210908,4.13147e-13,1.74493e-13,4.4392e-25,7,0,TAK,-9.549e-12,6.76492e-11,4.1128e-21,14,0,TAK,1.74755,-0.873776,0.298638,10,0,0,NIE
Zmienny,77,-1.76129,1.57295,-4.28086e-11,2.04846e-10,3.68579e-20,27,0,TAK,-1.74755,0.873776,0.298638,31,0,NIE,-1.74755,0.873776,0.298638,5,0,0,NIE
Zmienny,78,1.7929,1.92812,3.7004e-10,-4.8596e-10,3.30192e-19,28,0,TAK,-2.04224e-11,1.75501e-10,2.80507e-20,21,0,TAK,1.74755,-0.873776,0.298638,8,0,0,NIE
Zmienny,79,1.85229,1.18517,2.80607e-10,-4.39901e-10,2.27555e-19,24,0,TAK,-1.66912e-10,2.40123e-10,7.32987e-20,20,0,TAK,1.74755,-0.873776,0.298638,8,0,0,NIE
Zmienny,80,-1.27919,-1.00174,-2.44489e-10,2.68127e-10,1.25888e-19,31,0,TAK,-1.6117e-09,3.47649e-09,1.16781e-17,194,0,TAK,-1.04083,0.520417,0.875444,3,0,0,NIE
Zmienny,81,1.83567,-0.889132,1.74755,-0.873776,0.298638,67,0,NIE,1.74755,-0.873776,0.298638,65,0,NIE,1.74755,-0.873776,0.298638,7,0,0,NIE
Zmienny,82,1.08772,-1.45269,1.74755,-0.873776,0.298638,74,0,NIE,1.74755,-0.873776,0.298638,85,0,NIE,1.07061,-0.535306,0.877362,3,0,0,NIE
Zmienny,83,-1.30334,-0.370063,-1.74755,0.873776,0.298638,175,0,NIE,-1.74755,0.873776,0.298638,134,0,NIE,-1.02249,0.511246,0.872368,3,0,0,NIE
Zmienny,84,-1.92978,1.94117,-1.74777e-10,2.66526e-10,8.55478e-20,25,0,TAK,-6.69596e-11,6.88429e-11,9.09684e-21,17,0,TAK,-1.74755,0.873776,0.298638,9,0,0,NIE
Zmienny,85,-0.264993,-1.17519,-7.48554e-11,-3.6534e-10,1.72027e-19,25,0,TAK,5.94165e-12,-4.12609e-12,6.31152e-23,11,0,TAK,2.10583e-23,-2.37134e-23,9.49864e-46,5,0,0,TAK
Zmienny,86,1.05502,-0.203049,6.8768e-11,-2.54678e-10,5.68052e-20,21,0,TAK,-2.2365,-4.66712,36.8111,10000,0,NIE,1.07062,-0.535311,0.877362,3,0,0,NIE
Zmienny,87,-0.47757,0.934449,-1.97118e-13,4.85967e-13,2.18082e-25,9,0,TAK,-4.48243e-11,1.72578e-10,2.60658e-20,15,0,TAK,1.24707e-27,3.55098e-27,2.01481e-53,6,0,0,TAK
Zmienny,88,0.389525,1.47719,7.08486e-11,3.33408e-10,1.44822e-19,25,0,TAK,3.0107e-12,9.58357e-13,2.19324e-23,9,0,TAK,-1.82725e-26,1.9699e-26,6.9587e-52,6,0,0,TAK
Zmienny,89,1.25955,-1.83073,1.74755,-0.873776,0.298638,65,0,NIE,1.74755,-0.873776,0.298638,343,0,NIE,1.0511,-0.52555,0.876538,3,0,0,NIE
Zmienny,90,-1.91292,-0.496768,-3.13507e-11,6.27237e-11,3.93357e-21,16,0,TAK,7.61449e-11,9.96468e-11,2.91132e-20,18,0,TAK,-1.74755,0.873776,0.298638,8,0,0,NIE
Zmienny,91,-0.634866,-1.93998,2.40155e-10,-3.55253e-10,1.56238e-19,26,0,TAK,2.05375e-10,-1.06019e-10,7.38245e-20,14,0,TAK,-1.74755,0.873776,0.298638,9,0,0,NIE
Zmienny,92,1.71414,-0.396154,1.74755,-0.873776,0.298638,66,0,NIE,1.74755,-0.873776,0.298638,12,0,NIE,1.74755,-0.873776,0.298638,6,0,0,NIE
Zmienny,93,1.63297,1.50704,2.00342e-10,-3.34056e-10,1.24942e-19,24,0,TAK,2.49907,-5.68706,30.2655,10000,0,NIE,1.74755,-0.873776,0.298638,10,0,0,NIE
Zmienny,94,-0.468032,1.48526,-7.42667e-11,3.01563e-10,7.9575e-20,23,0,TAK,-8.49899e-12,1.74431e-11,3.00478e-22,10,0,TAK,-4.74797e-22,9.17303e-22,8.56777e-43,6,0,0,TAK
Zmienny,95,0.692204,0.25278,-6.3997e-11,-8.0857e-11,1.99037e-20,15,0,TAK,5.30853e-11,-3.79786e-11,5.06237e-21,16,0,TAK,1.74755,-0.873776,0.298638,4,0,0,NIE
Zmienny,96,-1.51648,0.527872,-1.74755,0.873776,0.298638,151,0,NIE,-1.74755,0.873776,0.298638,196,0,NIE,-1.74755,0.873776,0.298638,8,0,0,NIE
Zmienny,97,1.36365,1.57124,6.37586e-12,-1.68708e-11,2.58362e-22,13,0,TAK,-8.73856e-10,1.82413e-09,3.26067e-18,68,0,TAK,0.9236,-0.4618,0.832214,3,0,0,NIE
Zmienny,98,1.07518,-1.9397,1.74755,-0.873776,0.298638,61,0,NIE,1.74755,-0.873776,0.298638,230,0,NIE,1.07055,-0.535274,0.877362,3,0,0,NIE
Zmienny,99,-0.798819,1.1454,-9.15325e-11,1.84736e-11,1.54067e-20,18,0,TAK,1.51025e-10,-4.66598e-10,1.92863e-19,36,0,TAK,-1.19025,0.595124,0.845732,3,0,0,NIE
Zmienny,100,-1.99853,0.936188,-1.74755,0.873776,0.298638,42,0,NIE,-1.74755,0.873776,0.298638,73,0,NIE,-1.74755,0.873776,0.298638,9,0,0,NIE
