Metoda,Parametr_a,Iteracja,x0_start,x1_start,x0_end,x1_end,y_end,f_calls,r
Zewnetrzna,5,31,-2.10521,0.871332,3.56931,2.72961,-0.217234,360,4.49341
Zewnetrzna,5,32,3.95862,-4.6259,3.41362,2.92197,-0.217234,630,4.49341
Zewnetrzna,5,33,-4.65656,4.06709,2.67058,3.61369,-0.217234,380,4.49341
Zewnetrzna,5,34,4.07484,-4.96768,3.52727,2.78372,-0.217234,495,4.49341
Zewnetrzna,5,35,-1.2817,0.0230373,4.18695,1.63101,-0.217234,625,4.49341
Zewnetrzna,5,36,1.1056,-3.83663,2.81464,3.50264,-0.217234,360,4.49341
Zewnetrzna,5,37,1.24808,2.22915,2.11888,3.96246,-0.217234,335,4.49341
Zewnetrzna,5,38,-1.67149,2.14251,2.77688,3.53266,-0.217234,610,4.49341
Zewnetrzna,5,39,2.07526,-1.30151,2.68613,3.60214,-0.217234,350,4.49341
Zewnetrzna,5,40,-2.70128,-1.61924,3.75777,2.46372,-0.217234,470,4.49341
Zewnetrzna,5,41,3.07614,1.05193,4.14617,1.73204,-0.217234,325,4.49341
Zewnetrzna,5,42,-0.178645,1.84097,2.2982,3.86122,-0.217234,315,4.49341
Zewnetrzna,5,43,-1.42669,4.58607,3.25943,3.09303,-0.217234,360,4.49341
Zewnetrzna,5,44,-0.568848,-0.3678,3.56576,2.73425,-0.217234,445,4.49341
Zewnetrzna,5,45,-0.660449,-3.88706,1.75988,4.13444,-0.217234,610,4.49341
Zewnetrzna,5,46,2.8454,2.23434,3.80729,2.38648,-0.217234,585,4.49341
Zewnetrzna,5,47,1.98427,1.80403,3.97585,2.09364,-0.217234,290,4.49341
Zewnetrzna,5,48,2.60845,2.32771,3.4136,2.922,-0.217234,555,4.49341
Zewnetrzna,5,49,0.871115,1.68329,1.24112,4.3186,-0.217234,425,4.49341
Zewnetrzna,5,50,2.36003,4.58941,2.73656,3.56398,-0.217234,290,4.49341
Zewnetrzna,5,51,-3.29367,-1.53437,4.31925,1.23887,-0.217234,350,4.49341
Zewnetrzna,5,52,-4.24722,2.95441,2.22824,3.90201,-0.217234,525,4.49341
Zewnetrzna,5,53,-4.30522,-0.918714,3.68687,2.56861,-0.217234,365,4.49341
Zewnetrzna,5,54,0.096921,2.77004,1.52243,4.22764,-0.217234,305,4.49341
Zewnetrzna,5,55,2.77977,2.39564,3.70384,2.54408,-0.217234,300,4.49341
Zewnetrzna,5,56,-3.8492,0.855913,4.02281,2.00194,-0.217234,335,4.49341
Zewnetrzna,5,57,-1.55243,0.972157,4.03042,1.98657,-0.217234,345,4.49341
Zewnetrzna,5,58,-2.30312,2.02087,3.44618,2.8835,-0.217234,580,4.49341
Zewnetrzna,5,59,0.558223,2.12803,2.03989,4.0037,-0.217234,470,4.49341
Zewnetrzna,5,60,-3.34693,4.89777,2.99962,3.34559,-0.217234,510,4.49341
Zewnetrzna,5,61,3.24097,4.49848,3.60756,2.67884,-0.217234,470,4.49341
Zewnetrzna,5,62,2.13212,0.225246,4.21173,1.56591,-0.217234,475,4.49341
Zewnetrzna,5,63,1.3025,-0.259433,2.61352,3.65517,-0.217234,335,4.49341
Zewnetrzna,5,64,-2.44704,-2.82638,3.19267,3.16189,-0.217234,445,4.49341
Zewnetrzna,5,65,-3.57614,4.91299,4.21411,1.55949,-0.217234,385,4.49341
Zewnetrzna,5,66,-3.23697,-1.86981,4.26638,1.41024,-0.217234,455,4.49341
Zewnetrzna,5,67,-1.62138,-2.48419,2.18305,3.92747,-0.217234,460,4.49341
Zewnetrzna,5,68,-3.9154,-0.926602,4.01777,2.01203,-0.217234,370,4.49341
Zewnetrzna,5,69,1.5971,1.18152,4.16718,1.68088,-0.217234,635,4.49341
Zewnetrzna,5,70,-3.15656,-0.623126,4.16151,1.69485,-0.217234,370,4.49341
Zewnetrzna,5,71,-1.42284,-2.00576,1.62362,4.18982,-0.217234,325,4.49341
Zewnetrzna,5,72,-4.76721,2.02473,4.09286,1.85451,-0.217234,395,4.49341
Zewnetrzna,5,73,3.9664,-2.07034,3.45926,2.86779,-0.217234,365,4.49341
Zewnetrzna,5,74,-0.954401,-0.475378,2.9315,3.40544,-0.217234,485,4.49341
Zewnetrzna,5,75,-4.94231,0.698674,3.76852,2.44724,-0.217234,475,4.49341
Zewnetrzna,5,76,-0.577604,3.29867,1.47894,4.24305,-0.217234,330,4.49341
